ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE
2273;Drávapalkonya;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;309.7
693;Vállaj;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;341.8
804;Csoma;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;477.6
924;Dabas;Dabasi;Pest;Pest;Közép-Magyarország;519.4
2600;Velem;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;625
1108;Cún;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;369.6
1159;Piliny;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;334.5
552;Szörény;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;300
556;Lovas;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;573.5
428;Kispirit;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;492.3
396;Ruzsa;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;486.6
397;Baksa;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;506.9
673;Csősz;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;429.3
676;Nagyszékely;Tamási;Tolna;Dél-Dunántúl;Dunántúl;390.1
339;Piricse;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;286.4
1153;Magyardombegyház;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;304.3
812;Sajóörös;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;557.8
977;Csór;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;484.8
979;Nézsa;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;485.1
999;Nagykovácsi;Budakeszi;Pest;Pest;Közép-Magyarország;435.5
1225;Füzesgyarmat;Szeghalmi;Békés;Dél-Alföld;Alföld és Észak;381.2
413;Töttös;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;488.9
404;Tófű;Komlói;Baranya;Dél-Dunántúl;Dunántúl;536.8
408;Hevesvezekény;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;497.5
815;Drégelypalánk;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;387.3
822;Hegyhátszentpéter;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;628.6
784;Jánkmajtis;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;360.7
2888;Rimóc;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;375.6
2908;Lócs;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;473.7
2946;Balatonfőkajár;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;502.7
981;Kisgörbő;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;447.7
1007;Istenmezeje;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;431.8
3098;Érd;Érdi;Pest;Pest;Közép-Magyarország;491.2
1145;Tényő;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;778.8
949;Szirmabesenyő;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;488.1
1067;Halogy;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;556.9
2947;Döbrönte;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;733.1
905;Tarnaszentmária;Egri;Heves;Észak-Magyarország;Alföld és Észak;516.4
929;Gecse;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;449.2
935;Aranyosapáti;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;248.5
320;Nyim;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;395.6
321;Sajóivánka;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;535.1
2405;Nemeskolta;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;515.2
3004;Besence;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;267.3
1095;Nikla;Marcali;Somogy;Dél-Dunántúl;Dunántúl;350.4
1203;Kelemér;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;317.1
840;Regéc;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;803.3
892;Adony;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;465
668;Aka;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;568
287;Sáta;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;318.9
2049;Eger;Egri;Heves;Észak-Magyarország;Alföld és Észak;429.8
2075;Hidegkút;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;511.9
2110;Nagylóc;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;371.2
2830;Gagybátor;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;158.9
2394;Sárrétudvari;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;347.6
593;Karácsond;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;437.3
597;Csokonyavisonta;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;413.1
827;Cák;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;662.2
1044;Egyházaskesző;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;448.7
1631;Völcsej;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;620.9
2636;Nyírmihálydi;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;187.4
2992;Maráza;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;482.1
3330;Bódvarákó;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;428.6
3353;Bátonyterenye;Bátonyterenyei;Nógrád;Észak-Magyarország;Alföld és Észak;404.7
1393;Porrogszentkirály;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;433.6
2809;Ipolydamásd;Szobi;Pest;Pest;Közép-Magyarország;390.4
2973;Gyömrő;Monori;Pest;Pest;Közép-Magyarország;433.5
2494;Nagykökényes;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;581.7
2656;Somlóvásárhely;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;410.6
2004;Bárna;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;342.3
2005;Somogyegres;Tabi;Somogy;Dél-Dunántúl;Dunántúl;450
2343;Csatár;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;486.9
3169;Csetény;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;497.5
843;Bánokszentgyörgy;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;412.2
1740;Zalaapáti;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;440.9
3421;Uzsa;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;563.8
2577;Somlószőlős;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;460
1911;Lovasberény;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;470.7
1930;Győrsövényház;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;498.1
1967;Újkér;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;543.7
2689;Karancsság;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;290.7
630;Nagyrábé;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;365.1
2726;Tisztaberek;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;250
3230;Nógrádkövesd;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;460
1589;Pácin;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;287.2
702;Mucsi;Tamási;Tolna;Dél-Dunántúl;Dunántúl;302.2
2241;Fényeslitke;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;459.2
344;Mezőzombor;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;316.5
386;Kistormás;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;368
399;Héhalom;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;437.6
382;Ároktő;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;306.2
383;Keszü;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;550.2
2532;Erdőbénye;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;471
2533;Rábapatona;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;519.9
2873;Gagyapáti;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;545.5
2875;Zsarolyán;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;364.2
1447;Boldogkőváralja;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;318.7
919;Vásárosmiske;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;575.6
1155;Szécsisziget;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;558.5
1632;Felsőtárkány;Egri;Heves;Észak-Magyarország;Alföld és Észak;468.1
1803;Hegyhátszentjakab;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;648.9
1813;Ácsteszér;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;481.8
1992;Bókaháza;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;560.5
1993;Pusztahencse;Paksi;Tolna;Dél-Dunántúl;Dunántúl;430.2
2329;Kapospula;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;484.9
2112;Szentkirály;Tiszakécskei;Bács-Kiskun;Dél-Alföld;Alföld és Észak;556.2
2742;Bódvalenke;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;febr.87
2744;Barlahida;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;714.3
263;Öttevény;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;546.1
1573;Kaposújlak;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;582.3
1577;Barnag;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;640.8
805;Nemesszentandrás;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;504.3
1039;Hajdúhadház;Hajdúhadházi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;266.3
471;Nagyar;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;282.8
2225;Szalánta;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;481.5
2226;Pócsa;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;450.3
2737;Balatonberény;Marcali;Somogy;Dél-Dunántúl;Dunántúl;553.1
3103;Mezőpeterd;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;342.6
3279;Barcs;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;439.8
2787;Abony;Ceglédi;Pest;Pest;Közép-Magyarország;400.2
2814;Mosonszolnok;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;539.1
589;Vokány;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;398.4
1118;Kisdér;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;438.6
1119;Igal;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;500.7
1124;Pócspetri;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;404
2443;Dorogháza;Bátonyterenyei;Nógrád;Észak-Magyarország;Alföld és Észak;417.6
2606;Csipkerek;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;463.9
1603;Kisnamény;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;293.7
1604;Kunágota;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;344.5
2119;Radostyán;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;399.2
2617;Hajdúbagos;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;390.9
2954;Mozsgó;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;479.1
3007;Vatta;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;402.2
3039;Legénd;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;426.6
3044;Tibolddaróc;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;428.3
1123;Kőtelek;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;278.8
606;Újpetre;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;386.4
952;Gyulakeszi;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;512.9
964;Vörs;Marcali;Somogy;Dél-Dunántúl;Dunántúl;526.5
1080;Nyírparasznya;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;313.5
874;Karakószörcsök;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;406.3
1214;Csepreg;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;514.1
1215;Hejőszalonta;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;252.9
1345;Őrimagyarósd;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;584.1
1348;Erdőkertes;Gödöllői;Pest;Pest;Közép-Magyarország;470.4
1110;Szőlősgyörök;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;552.7
1115;Gór;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;573.5
2834;Vaskút;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;486.3
2844;Nyírgelse;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;465.8
2845;Csernely;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;313.3
826;Nagygyimót;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;557.3
844;Értény;Tamási;Tolna;Dél-Dunántúl;Dunántúl;328.6
869;Bácsszentgyörgy;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;424
2989;Porpác;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;512.2
1667;Töltéstava;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;483.6
353;Léh;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;234.2
360;Sóly;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;500
1035;Abod;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;522.1
1151;Rádfalva;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;455.5
1998;Soltvadkert;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;550.8
3152;Kerecseny;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;286.3
3153;Sárszentágota;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;458.6
1229;Zsennye;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;452.8
660;Somogyszentpál;Marcali;Somogy;Dél-Dunántúl;Dunántúl;368.2
887;Apátistvánfalva;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;532.3
355;Balatonvilágos;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;584.5
419;Köcsk;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;508.4
781;Kisbodak;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;589.7
1013;Palotabozsok;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;546.5
366;Cered;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;376.9
368;Magyarhomorog;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;396.1
286;Oszlár;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;510.1
290;Magyarszentmiklós;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;538.5
309;Borgáta;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;403.6
683;Kishajmás;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;315.8
1455;Kapolcs;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;380.2
1456;Balatonmáriafürdő;Marcali;Somogy;Dél-Dunántúl;Dunántúl;543
572;Kisbeszterce;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;328.9
694;Szokolya;Szobi;Pest;Pest;Közép-Magyarország;477.9
810;Sárhida;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;541.9
2386;Rátót;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;500
2727;Csömend;Marcali;Somogy;Dél-Dunántúl;Dunántúl;568.3
3235;Libickozma;Marcali;Somogy;Dél-Dunántúl;Dunántúl;892.9
1120;Hosszúvölgy;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;508.3
1127;Nyírlugos;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;437.5
1136;Szakony;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;607.3
609;Ellend;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;527.3
718;Sarud;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;328.8
500;Irota;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;605.3
621;Hollád;Marcali;Somogy;Dél-Dunántúl;Dunántúl;377.1
622;Bodonhely;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;612.2
2023;Jákfalva;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;293.6
2027;Véménd;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;452.8
2776;Kisszékely;Tamási;Tolna;Dél-Dunántúl;Dunántúl;586.6
2790;Magyarbánhegyes;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;354.6
930;Szemely;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;514.3
936;Aggtelek;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;496.6
1045;Dunasziget;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;516.9
474;Sárpilis;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;339.3
891;Magyarföld;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;605.3
1008;Szakcs;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;451.1
3006;Szentpéterfölde;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;514
3114;Csonkahegyhát;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;592.1
1031;Pusztacsó;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;579.3
1175;Meszes;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;317.9
1304;Szamosszeg;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;347.2
734;Papkeszi;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;511.6
735;Makó;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;408.6
1075;Majosháza;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;546.3
629;Újhartyán;Dabasi;Pest;Pest;Közép-Magyarország;537.1
970;Gömörszőlős;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;550.7
1736;Nárai;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;574.4
925;Nyírtét;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;404.5
934;Kiskőrös;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;521.8
969;Halásztelek;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;565.2
3028;Gyönk;Tamási;Tolna;Dél-Dunántúl;Dunántúl;405.7
542;Királyszentistván;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;539
771;Dámóc;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;324.8
1264;Óbánya;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;734.9
1265;Zalahaláp;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;577.1
477;Szakoly;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;374.3
706;Városlőd;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;442.7
937;Pálfa;Paksi;Tolna;Dél-Dunántúl;Dunántúl;375.5
519;Szorosad;Tabi;Somogy;Dél-Dunántúl;Dunántúl;467.4
1296;Püski;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;577.2
1297;Szentgáloskér;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;439.9
537;Csanádpalota;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;350.8
364;Döge;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;391.9
369;Mende;Nagykátai;Pest;Pest;Közép-Magyarország;432.2
561;Hetefejércse;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;269.4
679;Hidas;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;485.6
324;Őrhalom;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;417.3
333;Ivánbattyán;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;391.8
340;Budajenő;Budakeszi;Pest;Pest;Közép-Magyarország;437.6
2211;Szigetújfalu;Ráckevei;Pest;Pest;Közép-Magyarország;515.2
2384;Gyóró;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;494.5
2388;Sonkád;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;472
2758;Nemti;Bátonyterenyei;Nógrád;Észak-Magyarország;Alföld és Észak;503.9
2760;Nagytálya;Egri;Heves;Észak-Magyarország;Alföld és Észak;481.1
326;Badacsonytördemic;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;497.1
347;Meződ;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;456.1
266;Milejszeg;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;496.7
2572;Sopronkövesd;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;552.5
2581;Ág;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;366
2745;Szendrőlád;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;119.1
2918;Nagybarca;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;376.8
3403;Szaporca;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;380.2
1971;Nagykőrös;Nagykőrösi;Pest;Pest;Közép-Magyarország;455.9
2498;Decs;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;389.6
2499;Tázlár;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;532.9
2506;Szabadszállás;Kunszentmiklósi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;481.5
2975;Magyaregregy;Komlói;Baranya;Dél-Dunántúl;Dunántúl;518.3
2981;Alsóvadász;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;220.3
2826;Gadács;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;297.3
2997;Anarcs;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;406.8
2515;Bánhorváti;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;410.5
3434;Daruszentmiklós;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;471.3
1795;Fürged;Tamási;Tolna;Dél-Dunántúl;Dunántúl;366.6
1853;Sajópálfala;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;493
501;Vének;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;526
592;Bódvaszilas;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;280.7
1189;Héreg;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;474.5
505;Csitár;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;480.9
611;Füle;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;538.2
1319;Győrladamér;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;504.9
514;Balatonkenese;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;566.5
2138;Püspökhatvan;Váci;Pest;Pest;Közép-Magyarország;431.4
268;Békésszentandrás;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;504.4
2418;Gencsapáti;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;598
828;Telki;Budakeszi;Pest;Pest;Közép-Magyarország;440.2
357;Géderlak;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;435.2
1346;Iváncsa;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;445.5
877;Ajak;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;432.3
385;Tiszabercel;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;277.3
3310;Csatka;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;431
1382;Somodor;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;384
1390;Nádasdladány;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;449.6
2637;Magyargencs;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;433.2
1648;Szápár;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;453
1819;Gógánfa;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;449.3
1395;Ják;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;568.7
1506;Nagymizdó;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;639.6
2747;Sárospatak;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;487.8
2911;Solt;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;508.2
3086;Ráksi;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;516.4
2011;Erk;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;230.8
634;Aldebrő;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;532.7
1629;Uszód;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;447.3
2084;Lácacséke;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;244.3
2088;Hosszúpereszteg;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;573.8
890;Nagykereki;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;288.2
1235;Kistamási;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;369.4
582;Vál;Martonvásári;Fejér;Közép-Dunántúl;Dunántúl;477.1
700;Nagykarácsony;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;445.5
782;Monok;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;335.7
